neuronsPerLayer,hiddenLayers,gen,score,count
6,6,133,55.0,1
6,6,133,56.0,3
6,6,133,57.0,1
6,6,133,58.0,3
6,6,133,59.0,2
6,6,133,60.0,1
6,6,133,61.0,1
6,6,133,63.0,1
6,6,133,65.0,2
6,6,133,66.0,1
6,6,134,46.0,1
6,6,134,47.0,1
6,6,134,51.0,2
6,6,134,52.0,1
6,6,134,53.0,2
6,6,134,54.0,3
6,6,134,55.0,3
6,6,134,57.0,4
6,6,134,58.0,1
6,6,134,59.0,1
6,6,134,62.0,1
6,6,134,63.0,2
6,6,134,64.0,1
6,6,134,66.0,1
6,6,134,67.0,1
6,6,135,43.0,2
6,6,135,45.0,2
6,6,135,46.0,1
6,6,135,47.0,1
6,6,135,48.0,1
6,6,135,51.0,1
6,6,135,52.0,1
6,6,135,54.0,1
6,6,135,55.0,1
6,6,135,56.0,1
6,6,135,57.0,2
6,6,135,58.0,1
6,6,135,59.0,2
6,6,135,60.0,2
6,6,135,61.0,1
6,6,135,63.0,1
6,6,135,64.0,2
6,6,135,66.0,2
6,6,136,41.0,1
6,6,136,46.0,1
6,6,136,49.0,2
6,6,136,50.0,1
6,6,136,52.0,1
6,6,136,53.0,1
6,6,136,55.0,1
6,6,136,56.0,2
6,6,136,58.0,2
6,6,136,59.0,2
6,6,136,60.0,1
6,6,136,61.0,1
6,6,136,62.0,2
6,6,136,63.0,1
6,6,136,64.0,2
6,6,136,65.0,2
6,6,136,67.0,1
6,6,136,68.0,1
6,6,137,42.0,1
6,6,137,43.0,1
6,6,137,50.0,2
6,6,137,51.0,1
6,6,137,53.0,1
6,6,137,54.0,1
6,6,137,55.0,1
6,6,137,56.0,3
6,6,137,57.0,1
6,6,137,58.0,2
6,6,137,59.0,1
6,6,137,60.0,3
6,6,137,61.0,1
6,6,137,65.0,2
6,6,137,66.0,1
6,6,137,69.0,2
6,6,137,71.0,1
6,6,138,37.0,1
6,6,138,43.0,1
6,6,138,44.0,1
6,6,138,47.0,1
6,6,138,49.0,1
6,6,138,50.0,1
6,6,138,51.0,1
6,6,138,52.0,2
6,6,138,56.0,3
6,6,138,57.0,1
6,6,138,59.0,3
6,6,138,61.0,1
6,6,138,62.0,1
6,6,138,64.0,1
6,6,138,65.0,3
6,6,138,67.0,3
6,6,139,47.0,1
6,6,139,48.0,1
6,6,139,50.0,1
6,6,139,51.0,2
6,6,139,53.0,1
6,6,139,54.0,1
6,6,139,55.0,3
6,6,139,56.0,1
6,6,139,57.0,1
6,6,139,58.0,1
6,6,139,59.0,2
6,6,139,60.0,3
6,6,139,61.0,3
6,6,139,62.0,1
6,6,139,63.0,1
6,6,139,66.0,1
6,6,139,68.0,1
6,6,140,46.0,1
6,6,140,48.0,3
6,6,140,51.0,1
6,6,140,52.0,3
6,6,140,55.0,2
6,6,140,56.0,2
6,6,140,57.0,1
6,6,140,58.0,3
6,6,140,60.0,4
6,6,140,61.0,2
6,6,140,63.0,1
6,6,140,64.0,1
6,6,140,73.0,1
6,6,141,41.0,1
6,6,141,43.0,1
6,6,141,47.0,1
6,6,141,48.0,1
6,6,141,49.0,1
6,6,141,51.0,1
6,6,141,52.0,1
6,6,141,53.0,1
6,6,141,54.0,2
6,6,141,55.0,1
6,6,141,56.0,3
6,6,141,57.0,1
6,6,141,59.0,1
6,6,141,60.0,2
6,6,141,61.0,1
6,6,141,62.0,1
6,6,141,63.0,2
6,6,141,64.0,1
6,6,141,65.0,1
6,6,141,69.0,1
6,6,142,40.0,1
6,6,142,44.0,2
6,6,142,45.0,2
6,6,142,48.0,1
6,6,142,49.0,2
6,6,142,51.0,4
6,6,142,53.0,3
6,6,142,55.0,1
6,6,142,57.0,2
6,6,142,58.0,1
6,6,142,59.0,1
6,6,142,61.0,2
6,6,142,63.0,1
6,6,142,65.0,1
6,6,142,68.0,1
6,6,143,40.0,1
6,6,143,44.0,1
6,6,143,45.0,1
6,6,143,47.0,2
6,6,143,48.0,1
6,6,143,49.0,1
6,6,143,50.0,1
6,6,143,52.0,3
6,6,143,54.0,2
6,6,143,55.0,4
6,6,143,57.0,1
6,6,143,58.0,2
6,6,143,59.0,1
6,6,143,60.0,2
6,6,143,63.0,1
6,6,143,64.0,1
6,6,144,41.0,1
6,6,144,46.0,1
6,6,144,48.0,1
6,6,144,49.0,1
6,6,144,50.0,2
6,6,144,52.0,2
6,6,144,53.0,4
6,6,144,55.0,1
6,6,144,56.0,1
6,6,144,57.0,1
6,6,144,58.0,2
6,6,144,59.0,2
6,6,144,60.0,3
6,6,144,62.0,1
6,6,144,65.0,1
6,6,144,67.0,1
6,6,145,41.0,1
6,6,145,46.0,1
6,6,145,47.0,1
6,6,145,50.0,1
6,6,145,53.0,2
6,6,145,54.0,1
6,6,145,56.0,1
6,6,145,57.0,1
6,6,145,58.0,2
6,6,145,59.0,2
6,6,145,60.0,2
6,6,145,61.0,1
6,6,145,62.0,3
6,6,145,63.0,1
6,6,145,64.0,2
6,6,145,65.0,1
6,6,145,66.0,1
6,6,145,69.0,1
6,6,146,51.0,1
6,6,146,52.0,1
6,6,146,54.0,3
6,6,146,55.0,2
6,6,146,56.0,2
6,6,146,57.0,2
6,6,146,58.0,1
6,6,146,60.0,3
6,6,146,61.0,4
6,6,146,62.0,2
6,6,146,65.0,1
6,6,146,66.0,1
6,6,146,67.0,2
6,6,147,46.0,1
6,6,147,50.0,1
6,6,147,53.0,2
6,6,147,55.0,2
6,6,147,56.0,3
6,6,147,57.0,3
6,6,147,58.0,1
6,6,147,59.0,3
6,6,147,60.0,1
6,6,147,61.0,2
6,6,147,63.0,1
6,6,147,64.0,1
6,6,147,65.0,1
6,6,147,66.0,2
6,6,147,68.0,1
6,6,148,47.0,1
6,6,148,50.0,1
6,6,148,52.0,2
6,6,148,53.0,1
6,6,148,54.0,1
6,6,148,56.0,3
6,6,148,58.0,1
6,6,148,59.0,2
6,6,148,60.0,2
6,6,148,61.0,4
6,6,148,63.0,3
6,6,148,64.0,1
6,6,148,68.0,2
6,6,148,73.0,1
6,6,149,46.0,1
6,6,149,48.0,2
6,6,149,52.0,1
6,6,149,54.0,1
6,6,149,55.0,3
6,6,149,56.0,3
6,6,149,57.0,2
6,6,149,58.0,3
6,6,149,59.0,2
6,6,149,60.0,1
6,6,149,61.0,2
6,6,149,62.0,2
6,6,149,65.0,2
6,7,0,19.0,1
6,7,0,20.0,4
6,7,0,23.0,1
6,7,0,24.0,3
6,7,0,26.0,1
6,7,0,27.0,2
6,7,0,29.0,1
6,7,0,30.0,2
6,7,0,31.0,1
6,7,0,32.0,3
6,7,0,33.0,1
6,7,0,35.0,1
6,7,0,36.0,2
6,7,0,40.0,1
6,7,0,46.0,1
6,7,1,15.0,1
6,7,1,23.0,1
6,7,1,24.0,1
6,7,1,27.0,3
6,7,1,28.0,2
6,7,1,29.0,2
6,7,1,31.0,2
6,7,1,32.0,1
6,7,1,33.0,3
6,7,1,35.0,1
6,7,1,36.0,1
6,7,1,37.0,1
6,7,1,38.0,1
6,7,1,40.0,1
6,7,1,42.0,1
6,7,1,43.0,1
6,7,1,44.0,1
6,7,1,46.0,1
6,7,2,16.0,1
6,7,2,23.0,2
6,7,2,24.0,2
6,7,2,26.0,1
6,7,2,27.0,4
6,7,2,28.0,3
6,7,2,29.0,1
6,7,2,30.0,1
6,7,2,32.0,1
6,7,2,35.0,2
6,7,2,36.0,1
6,7,2,37.0,1
6,7,2,38.0,1
6,7,2,42.0,1
6,7,2,43.0,1
6,7,2,49.0,1
6,7,2,50.0,1
6,7,3,21.0,1
6,7,3,24.0,1
6,7,3,25.0,2
6,7,3,26.0,2
6,7,3,27.0,2
6,7,3,28.0,1
6,7,3,29.0,1
6,7,3,30.0,1
6,7,3,31.0,2
6,7,3,34.0,3
6,7,3,35.0,2
6,7,3,37.0,1
6,7,3,39.0,1
6,7,3,40.0,1
6,7,3,42.0,1
6,7,3,43.0,2
6,7,3,45.0,1
6,7,4,16.0,1
6,7,4,21.0,1
6,7,4,24.0,1
6,7,4,25.0,1
6,7,4,27.0,2
6,7,4,29.0,2
6,7,4,30.0,1
6,7,4,32.0,3
6,7,4,33.0,1
6,7,4,35.0,3
6,7,4,36.0,1
6,7,4,37.0,1
6,7,4,38.0,1
6,7,4,41.0,1
6,7,4,42.0,2
6,7,4,45.0,2
6,7,4,46.0,1
6,7,5,15.0,1
6,7,5,19.0,2
6,7,5,21.0,1
6,7,5,23.0,2
6,7,5,24.0,1
6,7,5,27.0,1
6,7,5,30.0,2
6,7,5,31.0,1
6,7,5,33.0,4
6,7,5,36.0,1
6,7,5,37.0,1
6,7,5,38.0,2
6,7,5,39.0,2
6,7,5,40.0,1
6,7,5,42.0,2
6,7,5,43.0,1
6,7,6,22.0,1
6,7,6,23.0,1
6,7,6,25.0,2
6,7,6,26.0,1
6,7,6,27.0,1
6,7,6,29.0,1
6,7,6,30.0,1
6,7,6,31.0,4
6,7,6,32.0,3
6,7,6,33.0,3
6,7,6,34.0,2
6,7,6,35.0,1
6,7,6,36.0,1
6,7,6,37.0,1
6,7,6,41.0,1
6,7,6,42.0,1
6,7,7,19.0,1
6,7,7,27.0,3
6,7,7,30.0,5
6,7,7,33.0,4
6,7,7,34.0,1
6,7,7,36.0,2
6,7,7,38.0,2
6,7,7,39.0,2
6,7,7,41.0,2
6,7,7,45.0,1
6,7,7,47.0,2
6,7,8,24.0,1
6,7,8,26.0,1
6,7,8,27.0,1
6,7,8,28.0,2
6,7,8,29.0,1
6,7,8,31.0,1
6,7,8,32.0,1
6,7,8,33.0,3
6,7,8,35.0,3
6,7,8,37.0,3
6,7,8,38.0,3
6,7,8,39.0,2
6,7,8,43.0,1
6,7,8,46.0,1
6,7,8,47.0,1
6,7,9,26.0,1
6,7,9,27.0,2
6,7,9,31.0,4
6,7,9,32.0,2
6,7,9,33.0,2
6,7,9,34.0,2
6,7,9,35.0,2
6,7,9,36.0,1
6,7,9,37.0,1
6,7,9,38.0,2
6,7,9,39.0,1
6,7,9,40.0,2
6,7,9,41.0,1
6,7,9,42.0,2
6,7,10,23.0,1
6,7,10,25.0,1
6,7,10,30.0,3
6,7,10,31.0,2
6,7,10,32.0,3
6,7,10,33.0,1
6,7,10,34.0,2
6,7,10,36.0,2
6,7,10,37.0,1
6,7,10,38.0,2
6,7,10,40.0,2
6,7,10,43.0,1
6,7,10,44.0,1
6,7,10,46.0,1
6,7,10,47.0,1
6,7,10,53.0,1
6,7,11,24.0,1
6,7,11,29.0,1
6,7,11,30.0,2
6,7,11,31.0,1
6,7,11,32.0,4
6,7,11,34.0,1
6,7,11,35.0,2
6,7,11,36.0,1
6,7,11,37.0,1
6,7,11,38.0,1
6,7,11,39.0,2
6,7,11,40.0,1
6,7,11,41.0,1
6,7,11,43.0,2
6,7,11,44.0,1
6,7,11,45.0,1
6,7,11,46.0,1
6,7,11,47.0,1
6,7,12,24.0,1
6,7,12,27.0,1
6,7,12,30.0,1
6,7,12,33.0,1
6,7,12,34.0,1
6,7,12,35.0,1
6,7,12,36.0,3
6,7,12,37.0,2
6,7,12,38.0,3
6,7,12,39.0,3
6,7,12,40.0,1
6,7,12,41.0,1
6,7,12,42.0,1
6,7,12,43.0,2
6,7,12,44.0,1
6,7,12,45.0,1
6,7,12,46.0,1
6,7,13,23.0,1
6,7,13,24.0,1
6,7,13,30.0,1
6,7,13,32.0,2
6,7,13,33.0,1
6,7,13,34.0,1
6,7,13,35.0,3
6,7,13,37.0,1
6,7,13,38.0,2
6,7,13,39.0,1
6,7,13,40.0,2
6,7,13,41.0,2
6,7,13,42.0,1
6,7,13,43.0,2
6,7,13,44.0,1
6,7,13,45.0,1
6,7,13,50.0,2
6,7,14,24.0,1
6,7,14,28.0,1
6,7,14,29.0,1
6,7,14,30.0,1
6,7,14,32.0,1
6,7,14,33.0,1
6,7,14,35.0,1
6,7,14,36.0,3
6,7,14,37.0,2
6,7,14,38.0,3
6,7,14,39.0,3
6,7,14,40.0,1
6,7,14,41.0,1
6,7,14,42.0,1
6,7,14,45.0,1
6,7,14,46.0,1
6,7,14,47.0,1
6,7,14,48.0,1
6,7,15,27.0,1
6,7,15,28.0,1
6,7,15,32.0,2
6,7,15,35.0,2
6,7,15,37.0,1
6,7,15,38.0,1
6,7,15,39.0,4
6,7,15,40.0,3
6,7,15,41.0,2
6,7,15,42.0,1
6,7,15,43.0,1
6,7,15,44.0,2
6,7,15,48.0,1
6,7,15,52.0,1
6,7,15,54.0,1
6,7,15,60.0,1
6,7,16,30.0,1
6,7,16,31.0,1
6,7,16,32.0,1
6,7,16,36.0,2
6,7,16,38.0,1
6,7,16,39.0,3
6,7,16,40.0,3
6,7,16,41.0,1
6,7,16,42.0,2
6,7,16,43.0,1
6,7,16,44.0,3
6,7,16,45.0,1
6,7,16,47.0,2
6,7,16,48.0,1
6,7,16,49.0,1
6,7,16,52.0,1
6,7,17,26.0,2
6,7,17,27.0,2
6,7,17,30.0,1
6,7,17,32.0,1
6,7,17,34.0,2
6,7,17,35.0,2
6,7,17,37.0,2
6,7,17,38.0,1
6,7,17,39.0,3
6,7,17,41.0,2
6,7,17,43.0,1
6,7,17,45.0,2
6,7,17,46.0,1
6,7,17,47.0,1
6,7,17,49.0,1
6,7,17,50.0,1
6,7,18,26.0,1
6,7,18,30.0,1
6,7,18,32.0,1
6,7,18,33.0,1
6,7,18,35.0,1
6,7,18,36.0,2
6,7,18,37.0,3
6,7,18,38.0,1
6,7,18,40.0,3
6,7,18,41.0,1
6,7,18,42.0,1
6,7,18,44.0,1
6,7,18,45.0,1
6,7,18,46.0,1
6,7,18,47.0,1
6,7,18,48.0,2
6,7,18,51.0,2
6,7,18,59.0,1
6,7,19,31.0,1
6,7,19,34.0,3
6,7,19,35.0,1
6,7,19,37.0,2
6,7,19,38.0,1
6,7,19,39.0,2
6,7,19,40.0,2
6,7,19,41.0,1
6,7,19,42.0,2
6,7,19,43.0,1
6,7,19,44.0,1
6,7,19,45.0,2
6,7,19,46.0,1
6,7,19,47.0,1
6,7,19,50.0,2
6,7,19,51.0,2
6,7,20,24.0,1
6,7,20,32.0,1
6,7,20,33.0,2
6,7,20,34.0,2
6,7,20,37.0,1
6,7,20,39.0,1
6,7,20,40.0,5
6,7,20,41.0,3
6,7,20,42.0,1
6,7,20,44.0,4
6,7,20,46.0,2
6,7,20,49.0,1
6,7,20,51.0,1
6,7,21,28.0,1
6,7,21,36.0,4
6,7,21,37.0,1
6,7,21,39.0,2
6,7,21,40.0,2
6,7,21,41.0,1
6,7,21,42.0,2
6,7,21,43.0,3
6,7,21,44.0,1
6,7,21,45.0,1
6,7,21,47.0,1
6,7,21,48.0,1
6,7,21,49.0,2
6,7,21,50.0,1
6,7,21,51.0,1
6,7,21,56.0,1
6,7,22,24.0,1
6,7,22,29.0,1
6,7,22,32.0,1
6,7,22,34.0,2
6,7,22,35.0,2
6,7,22,37.0,1
6,7,22,38.0,1
6,7,22,39.0,3
6,7,22,40.0,1
6,7,22,41.0,1
6,7,22,42.0,1
6,7,22,43.0,1
6,7,22,44.0,1
6,7,22,45.0,2
6,7,22,46.0,1
6,7,22,47.0,3
6,7,22,50.0,1
6,7,22,55.0,1
6,7,23,29.0,1
6,7,23,30.0,1
6,7,23,32.0,2
6,7,23,33.0,1
6,7,23,34.0,1
6,7,23,36.0,2
6,7,23,37.0,1
6,7,23,40.0,1
6,7,23,41.0,1
6,7,23,43.0,3
6,7,23,46.0,1
6,7,23,47.0,2
6,7,23,48.0,1
6,7,23,49.0,1
6,7,23,51.0,4
6,7,23,52.0,2
6,7,24,27.0,1
6,7,24,28.0,1
6,7,24,29.0,1
6,7,24,32.0,1
6,7,24,34.0,1
6,7,24,36.0,2
6,7,24,37.0,1
6,7,24,38.0,1
6,7,24,40.0,1
6,7,24,41.0,2
6,7,24,42.0,1
6,7,24,43.0,1
6,7,24,45.0,3
6,7,24,48.0,4
6,7,24,49.0,1
6,7,24,51.0,1
6,7,24,53.0,1
6,7,24,56.0,1
6,7,25,30.0,2
6,7,25,35.0,2
6,7,25,38.0,2
6,7,25,40.0,2
6,7,25,41.0,2
6,7,25,42.0,1
6,7,25,43.0,1
6,7,25,44.0,1
6,7,25,45.0,1
6,7,25,46.0,1
6,7,25,47.0,3
6,7,25,51.0,3
6,7,25,54.0,1
6,7,25,55.0,1
6,7,25,56.0,2
6,7,26,32.0,1
6,7,26,33.0,1
6,7,26,36.0,2
6,7,26,37.0,1
6,7,26,38.0,2
6,7,26,39.0,2
6,7,26,40.0,2
6,7,26,41.0,1
6,7,26,45.0,1
6,7,26,46.0,4
6,7,26,47.0,2
6,7,26,50.0,1
6,7,26,51.0,1
6,7,26,52.0,1
6,7,26,53.0,2
6,7,26,58.0,1
6,7,27,33.0,1
6,7,27,35.0,2
6,7,27,38.0,1
6,7,27,40.0,2
6,7,27,41.0,2
6,7,27,42.0,2
6,7,27,43.0,2
6,7,27,45.0,3
6,7,27,46.0,1
6,7,27,47.0,2
6,7,27,48.0,1
6,7,27,50.0,1
6,7,27,51.0,1
6,7,27,52.0,1
6,7,27,54.0,1
6,7,27,56.0,1
6,7,27,59.0,1
6,7,28,33.0,1
6,7,28,35.0,1
6,7,28,39.0,1
6,7,28,40.0,3
6,7,28,42.0,4
6,7,28,45.0,2
6,7,28,46.0,2
6,7,28,48.0,2
6,7,28,49.0,3
6,7,28,52.0,1
6,7,28,53.0,1
6,7,28,54.0,1
6,7,28,55.0,1
6,7,28,57.0,1
6,7,28,58.0,1
6,7,29,28.0,1
6,7,29,33.0,1
6,7,29,34.0,1
6,7,29,38.0,1
6,7,29,39.0,2
6,7,29,40.0,1
6,7,29,43.0,1
6,7,29,44.0,1
6,7,29,45.0,2
6,7,29,46.0,2
6,7,29,47.0,2
6,7,29,50.0,2
6,7,29,53.0,4
6,7,29,56.0,1
6,7,29,57.0,2
6,7,29,61.0,1
6,7,30,35.0,2
6,7,30,37.0,1
6,7,30,38.0,1
6,7,30,40.0,1
6,7,30,41.0,3
6,7,30,42.0,3
6,7,30,43.0,4
6,7,30,47.0,1
6,7,30,48.0,1
6,7,30,49.0,1
6,7,30,52.0,1
6,7,30,53.0,2
6,7,30,56.0,3
6,7,30,58.0,1
6,7,31,24.0,1
6,7,31,31.0,1
6,7,31,32.0,1
6,7,31,33.0,1
6,7,31,35.0,1
6,7,31,36.0,1
6,7,31,39.0,1
6,7,31,40.0,1
6,7,31,41.0,1
6,7,31,42.0,2
6,7,31,45.0,1
6,7,31,46.0,2
6,7,31,48.0,3
6,7,31,50.0,2
6,7,31,51.0,1
6,7,31,52.0,1
6,7,31,53.0,1
6,7,31,55.0,1
6,7,31,56.0,1
6,7,31,57.0,1
6,7,32,26.0,1
6,7,32,32.0,1
6,7,32,38.0,1
6,7,32,40.0,2
6,7,32,41.0,1
6,7,32,42.0,4
6,7,32,43.0,1
6,7,32,45.0,2
6,7,32,47.0,1
6,7,32,48.0,2
6,7,32,49.0,1
6,7,32,50.0,1
6,7,32,52.0,1
6,7,32,53.0,3
6,7,32,55.0,2
6,7,32,59.0,1
6,7,33,24.0,1
6,7,33,27.0,1
6,7,33,33.0,1
6,7,33,35.0,1
6,7,33,36.0,2
6,7,33,40.0,1
6,7,33,41.0,1
6,7,33,42.0,1
6,7,33,43.0,2
6,7,33,45.0,4
6,7,33,46.0,1
6,7,33,47.0,2
6,7,33,48.0,1
6,7,33,49.0,1
6,7,33,51.0,1
6,7,33,53.0,1
6,7,33,54.0,1
6,7,33,56.0,2
6,7,34,26.0,1
6,7,34,31.0,1
6,7,34,34.0,1
6,7,34,37.0,1
6,7,34,41.0,1
6,7,34,42.0,3
6,7,34,43.0,3
6,7,34,44.0,1
6,7,34,45.0,1
6,7,34,46.0,1
6,7,34,47.0,1
6,7,34,49.0,2
6,7,34,50.0,2
6,7,34,51.0,3
6,7,34,55.0,1
6,7,34,56.0,1
6,7,34,57.0,1
6,7,35,34.0,1
6,7,35,37.0,1
6,7,35,41.0,1
6,7,35,42.0,2
6,7,35,43.0,2
6,7,35,44.0,1
6,7,35,45.0,2
6,7,35,47.0,3
6,7,35,48.0,1
6,7,35,49.0,1
6,7,35,50.0,1
6,7,35,51.0,1
6,7,35,52.0,2
6,7,35,53.0,1
6,7,35,55.0,1
6,7,35,58.0,2
6,7,35,59.0,1
6,7,35,60.0,1
6,7,36,30.0,1
6,7,36,36.0,2
6,7,36,38.0,2
6,7,36,39.0,1
6,7,36,42.0,1
6,7,36,44.0,4
6,7,36,48.0,2
6,7,36,49.0,2
6,7,36,50.0,2
6,7,36,51.0,1
6,7,36,52.0,1
6,7,36,53.0,2
6,7,36,54.0,1
6,7,36,55.0,1
6,7,36,57.0,2
6,7,37,37.0,2
6,7,37,38.0,2
6,7,37,39.0,3
6,7,37,40.0,1
6,7,37,41.0,3
6,7,37,46.0,2
6,7,37,47.0,1
6,7,37,48.0,4
6,7,37,49.0,1
6,7,37,50.0,1
6,7,37,51.0,1
6,7,37,53.0,1
6,7,37,54.0,1
6,7,37,55.0,1
6,7,37,60.0,1
6,7,38,34.0,2
6,7,38,35.0,2
6,7,38,37.0,1
6,7,38,41.0,1
6,7,38,42.0,1
6,7,38,43.0,1
6,7,38,46.0,2
6,7,38,48.0,3
6,7,38,49.0,6
6,7,38,50.0,1
6,7,38,53.0,2
6,7,38,58.0,1
6,7,38,60.0,1
6,7,38,64.0,1
6,7,39,31.0,1
6,7,39,35.0,1
6,7,39,37.0,1
6,7,39,38.0,1
6,7,39,39.0,1
6,7,39,41.0,1
6,7,39,42.0,1
6,7,39,43.0,2
6,7,39,45.0,1
6,7,39,46.0,1
6,7,39,48.0,2
6,7,39,49.0,2
6,7,39,50.0,1
6,7,39,51.0,1
6,7,39,53.0,2
6,7,39,54.0,2
6,7,39,55.0,1
6,7,39,58.0,1
6,7,39,59.0,1
6,7,39,61.0,1
6,7,40,30.0,1
6,7,40,37.0,2
6,7,40,38.0,1
6,7,40,39.0,1
6,7,40,40.0,2
6,7,40,41.0,1
6,7,40,42.0,1
6,7,40,44.0,1
6,7,40,46.0,1
6,7,40,47.0,1
6,7,40,48.0,1
6,7,40,49.0,2
6,7,40,51.0,2
6,7,40,52.0,2
6,7,40,54.0,2
6,7,40,55.0,1
6,7,40,56.0,1
6,7,40,58.0,1
6,7,40,63.0,1
6,7,41,35.0,1
6,7,41,39.0,2
6,7,41,40.0,1
6,7,41,42.0,1
6,7,41,45.0,4
6,7,41,46.0,1
6,7,41,47.0,3
6,7,41,48.0,1
6,7,41,49.0,4
6,7,41,51.0,1
6,7,41,52.0,1
6,7,41,53.0,2
6,7,41,54.0,2
6,7,41,55.0,1
6,7,42,34.0,1
6,7,42,37.0,1
6,7,42,39.0,2
6,7,42,41.0,1
6,7,42,42.0,2
6,7,42,43.0,1
6,7,42,45.0,1
6,7,42,46.0,1
6,7,42,47.0,2
6,7,42,48.0,2
6,7,42,49.0,1
6,7,42,50.0,1
6,7,42,52.0,2
6,7,42,54.0,1
6,7,42,55.0,1
6,7,42,56.0,2
6,7,42,62.0,3
6,7,43,35.0,1
6,7,43,38.0,1
6,7,43,40.0,1
6,7,43,43.0,4
6,7,43,45.0,1
6,7,43,46.0,4
6,7,43,47.0,1
6,7,43,48.0,3
6,7,43,51.0,1
6,7,43,52.0,3
6,7,43,53.0,1
6,7,43,54.0,1
6,7,43,55.0,1
6,7,43,57.0,1
6,7,43,61.0,1
6,7,44,35.0,1
6,7,44,38.0,1
6,7,44,41.0,2
6,7,44,42.0,3
6,7,44,43.0,1
6,7,44,44.0,2
6,7,44,46.0,2
6,7,44,48.0,2
6,7,44,49.0,2
6,7,44,50.0,1
6,7,44,51.0,1
6,7,44,52.0,3
6,7,44,53.0,1
6,7,44,54.0,1
6,7,44,57.0,1
6,7,44,64.0,1
6,7,45,39.0,1
6,7,45,40.0,1
6,7,45,41.0,2
6,7,45,42.0,1
6,7,45,43.0,1
6,7,45,44.0,3
6,7,45,45.0,1
6,7,45,46.0,2
6,7,45,47.0,2
6,7,45,48.0,1
6,7,45,49.0,1
6,7,45,50.0,2
6,7,45,52.0,1
6,7,45,54.0,2
6,7,45,55.0,1
6,7,45,56.0,1
6,7,45,58.0,1
6,7,45,61.0,1
6,7,46,34.0,1
6,7,46,35.0,1
6,7,46,38.0,1
6,7,46,41.0,1
6,7,46,42.0,1
6,7,46,44.0,1
6,7,46,46.0,1
6,7,46,47.0,3
6,7,46,50.0,2
6,7,46,51.0,4
6,7,46,52.0,3
6,7,46,54.0,2
6,7,46,56.0,1
6,7,46,57.0,1
6,7,46,58.0,2
6,7,47,29.0,1
6,7,47,39.0,1
6,7,47,40.0,1
6,7,47,41.0,1
6,7,47,42.0,1
6,7,47,43.0,1
6,7,47,44.0,2
6,7,47,45.0,1
6,7,47,46.0,1
6,7,47,47.0,1
6,7,47,48.0,1
6,7,47,50.0,2
6,7,47,51.0,2
6,7,47,52.0,2
6,7,47,55.0,1
6,7,47,56.0,2
6,7,47,58.0,2
6,7,47,59.0,2
6,7,48,35.0,1
6,7,48,41.0,1
6,7,48,44.0,1
6,7,48,46.0,2
6,7,48,49.0,1
6,7,48,50.0,3
6,7,48,51.0,2
6,7,48,52.0,2
6,7,48,53.0,3
6,7,48,54.0,1
6,7,48,56.0,1
6,7,48,58.0,4
6,7,48,59.0,2
6,7,48,63.0,1
6,7,49,41.0,1
6,7,49,44.0,1
6,7,49,45.0,2
6,7,49,47.0,1
6,7,49,48.0,4
6,7,49,49.0,1
6,7,49,50.0,1
6,7,49,51.0,4
6,7,49,52.0,3
6,7,49,53.0,2
6,7,49,54.0,2
6,7,49,55.0,1
6,7,49,60.0,1
6,7,49,62.0,1
6,7,50,39.0,2
6,7,50,41.0,2
6,7,50,42.0,1
6,7,50,43.0,1
6,7,50,44.0,1
6,7,50,46.0,3
6,7,50,47.0,1
6,7,50,48.0,1
6,7,50,50.0,2
6,7,50,51.0,1
6,7,50,52.0,1
6,7,50,53.0,3
6,7,50,54.0,2
6,7,50,60.0,1
6,7,50,64.0,1
6,7,50,66.0,2
6,7,51,39.0,1
6,7,51,40.0,1
6,7,51,44.0,2
6,7,51,46.0,1
6,7,51,48.0,3
6,7,51,49.0,2
6,7,51,50.0,1
6,7,51,51.0,1
6,7,51,53.0,2
6,7,51,54.0,1
6,7,51,55.0,1
6,7,51,56.0,2
6,7,51,57.0,1
6,7,51,59.0,1
6,7,51,60.0,2
6,7,51,63.0,1
6,7,51,67.0,1
6,7,51,74.0,1
6,7,52,38.0,1
6,7,52,43.0,1
6,7,52,44.0,1
6,7,52,45.0,1
6,7,52,46.0,2
6,7,52,47.0,6
6,7,52,49.0,1
6,7,52,50.0,1
6,7,52,51.0,1
6,7,52,52.0,1
6,7,52,53.0,5
6,7,52,55.0,2
6,7,52,56.0,1
6,7,52,59.0,1
6,7,53,31.0,1
6,7,53,41.0,1
6,7,53,42.0,1
6,7,53,43.0,1
6,7,53,46.0,1
6,7,53,48.0,2
6,7,53,50.0,2
6,7,53,51.0,2
6,7,53,52.0,1
6,7,53,53.0,3
6,7,53,54.0,1
6,7,53,55.0,1
6,7,53,56.0,1
6,7,53,58.0,2
6,7,53,60.0,1
6,7,53,61.0,1
6,7,53,62.0,2
6,7,53,66.0,1
6,7,54,45.0,1
6,7,54,46.0,3
6,7,54,47.0,1
6,7,54,48.0,2
6,7,54,49.0,1
6,7,54,50.0,1
6,7,54,51.0,2
6,7,54,52.0,1
6,7,54,53.0,1
6,7,54,54.0,1
6,7,54,55.0,1
6,7,54,57.0,1
6,7,54,58.0,4
6,7,54,59.0,1
6,7,54,60.0,1
6,7,54,61.0,1
6,7,54,65.0,2
6,7,55,34.0,1
6,7,55,36.0,1
6,7,55,44.0,1
6,7,55,47.0,1
6,7,55,49.0,2
6,7,55,52.0,2
